Nombre,Dirección,Latitud,Longitud,Teléfono,Horario,Página Web,Rating,Reseñas,Precio,Popularidad
Falabella Curicó,"Peña 615, 3341724 Curicó, Maule, Chile",-34.98467000000001,-71.24168999999999,600 329 2002,"['Monday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:30\u202fPM']",https://tienda.falabella.com/falabella-cl,4.1,"['Not the best compared to what it was 5 years ago', 'good place to go to buy your clothes cravings', 'Super!', 'Nueno', 'Expectacular']",,2169.0
Estructuras Metalicas,"La Obra, Curicó, Maule, Chile",-35.0219913,-71.2176059,,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,4.4,"['Unparalleled attention, very good', 'For recreation and general gatherings', 'Good attention', 'Good', '']",,7.0
El 9,"I-86 2731, Chepica, Chépica, O'Higgins, Chile",-34.7297439,-71.2707519,(72) 281 7644,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",http://super9.cl/,4.2,"['Super', 'Good prices, you can find everything you need for everyday life', 'Very convenient for shopping', 'Variety of products and generally economical', 'Very good parking']",,544.0
gomafren,"3340000 Curico, Maule, Chile",-34.9810379,-71.2364545,(75) 232 6757,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",http://www.gomafren.cl/,,[],,
decorhome,"Cardenal José María Caro 939, 3070000 San Fernando, O'Higgins, Chile",-34.5857082,-70.9842375,9 6285 2611,"['Monday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:30\u202fPM', 'Sunday: Closed']",,5.0,['The highest quality in products… the attention is personalized!!! 99% recommended🥰'],,1.0
Easy Curicó,"Av. O´Higgins 201, 3343746 Curicó, Maule, Chile",-34.989596,-71.245184,(2) 2213 1339,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",https://www.easy.cl/,4.1,"['Jl000. P pp ppp', 'Bella', 'Curico', 'Cool', 'Easy curico mall curico']",,3022.0
LIQUIDADORA EL BOLDO!!!,"Av. Manso de Velasco 2175, Curicó, Maule, Chile",-34.9675159,-71.23445099999999,9 8766 8192,"['Monday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 4:45\u2009–\u20099:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 4:45\u2009–\u20099:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 4:45\u2009–\u20099:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 4:45\u2009–\u20099:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 4:45\u2009–\u20099:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 4:45\u2009–\u20099:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20092:30\u202fAM']",,5.0,"['Excellent service and very convenient prices, visit the store and see that they have good prices.', 'Very good place, very well attended by its own owners, clean and tidy place, very good prices and a lot of variety of things.', 'Very good place, good prices and variety', 'Excellent prices and very good service👏👏👏👏👏👏👍😊', 'Very good, cheap prices and good service']",,30.0
Supermarket Punto Verde - Isabel Cordero Lorca,"Calle Santa Elena - C. Bombero Garrido 1143, 3340000 Curicó, Maule, Chile",-34.97760299999999,-71.258106,(75) 232 5861,"['Monday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20099:30\u202fPM']",,4.5,"['very good, always good prices and I have been going for many years, intact, 10/10', 'I love it, there is a lot of variety to make gifts apart from being a store.', 'Varied and with extended hours which is appreciated...it lacks space', 'Excellent variety of products, now in quarantine, excellent service and disposition, economy 100% recommended.', 'There is everything and the service is by far the best, everyone treats them very well there :-) it is very much appreciated']",,123.0
Falabella Curicó,"Peña 615, 3341724 Curicó, Maule, Chile",-34.98467000000001,-71.24168999999999,600 329 2002,"['Monday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:30\u202fPM']",https://tienda.falabella.com/falabella-cl,4.1,"['Not the best compared to what it was 5 years ago', 'good place to go to buy your clothes cravings', 'Super!', 'Nueno', 'Expectacular']",,2169.0
Casaideas,"Av. O´Higgins 201, Local 16, 3341972 Curicó, Maule, Chile",-34.99217229999999,-71.2447299,(2) 2389 1000,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",https://www.casaideas.cl/,4.2,"['Opens at 10:00', '', '', '', '']",,5.0
Amaderarte,"C. El Coigüe 552, 3345857 Curicó, Maule, Chile",-34.9627514,-71.2244659,9 7691 2839,"['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,4.5,"['Amanerarte provided us with a luxury service, they were very receptive to our ideas, their proposal included them all and even improved what we had planned.\nThey responded very quickly to what was requested and the project was delivered ahead of budget.\nThey met the budget perfectly and the final result exceeded our expectations.\n\nWe were happy to work with them', '']",,2.0
Blas Germán Moral Riveros,"Carampangue 638, 3071090 San Fernando, O'Higgins, Chile",-34.58619699999999,-70.990574,(72) 271 6807,,,5.0,"['Excellent care and guidance.', 'Everything very good']",,2.0
Mundo Alfombra,"Quechereguas 851, 3070817 San Fernando, O'Higgins, Chile",-34.5888296,-70.9862807,(72) 237 3044,"['Monday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",http://www.mundoalfombra.cl/,3.0,"['I bought the floating floor for my house, since they did not leave the corresponding margins on the edges the floor rose, they never responded to me again, I lost my money!', '']",,2.0
Etersol Curico,"3341946 Curico, Maule, Chile",-34.9886221,-71.23809229999999,9 7977 8794,"['Monday: 9:30\u202fAM\u2009–\u200912:00\u202fPM, 2:30\u2009–\u20096:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200912:00\u202fPM, 2:30\u2009–\u20096:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200912:00\u202fPM, 2:30\u2009–\u20096:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200912:00\u202fPM, 2:30\u2009–\u20096:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200912:00\u202fPM, 2:30\u2009–\u20096:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,5.0,[''],,1.0
Deco Roller,"Av. España 320, 3343311 Curicó, Maule, Chile",-34.9862955,-71.22954,,,http://www.deco-roller.cl/,,[],,
Estructuras Metalicas,"La Obra, Curicó, Maule, Chile",-35.0219913,-71.2176059,,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,4.4,"['Unparalleled attention, very good', 'For recreation and general gatherings', 'Good attention', 'Good', '']",,7.0
El 9,"I-86 2731, Chepica, Chépica, O'Higgins, Chile",-34.7297439,-71.2707519,(72) 281 7644,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",http://super9.cl/,4.2,"['Super', 'Good prices, you can find everything you need for everyday life', 'Very convenient for shopping', 'Variety of products and generally economical', 'Very good parking']",,544.0
gomafren,"3340000 Curico, Maule, Chile",-34.9810379,-71.2364545,(75) 232 6757,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",http://www.gomafren.cl/,,[],,
C&L Cortinas de Decoración,"Nicolás Avellaneda 261, M5600 San Rafael, Mendoza, Argentina",-34.6188514,-68.33259699999999,0260 432-0718,"['Monday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 5:30\u2009–\u20098:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 5:30\u2009–\u20098:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 5:30\u2009–\u20098:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 5:30\u2009–\u20098:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u20098:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,5.0,"[""I'm not a decoration lover, but here they advised me very well and it turned out great! all a thousand points! what a gem!"", 'Excellent service from Leticia... Quality equipment and very good service', 'Maximum quality and design.', '']",,4.0
Decoraciones Palmira,"Tomás Godoy Cruz 418, M5600 San Rafael, Mendoza, Argentina",-34.6201458,-68.335009,0260 443-1649,"['Monday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:30\u202fPM', 'Sunday: Closed']",,4.6,"['Excellent quality and attention from its owners.', 'Good service and quality.', ""I'm not a lover of curtains and rugs but here I got very good prices and excellent quality! all a thousand points!"", 'Good merchandise, good service. Very neat work', 'Good service, work in a timely manner, recommended.']",,33.0
Blanco Y Sederia Simón,"Av. Bartolomé Mitre 417, M5600 San Rafael, Mendoza, Argentina",-34.6177915,-68.324418,0260 409-5036,"['Monday: 8:30\u202fAM\u2009–\u200912:30\u202fAM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200912:30\u202fAM', 'Friday: 8:30\u202fAM\u2009–\u200912:30\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,4.5,"['Good service. Good quality. Good prices', 'Good service, and variety of fabrics.', ""The best quality fabrics and the most beautiful designs, very good taste. You don't know which one to stay with. Very good care and advice.\nPrices similar to other places, but higher quality of fabrics. Specialists in party fabrics.\nThere are also very nice curtains and accessories for the bathroom."", 'Excellent atention. The prices are a bit expensive...but the fabrics are excellent too.', 'Excellent service and quality of products']",,260.0
Diseño + Arq,"República de Siria 279, M5600 San Rafael, Mendoza, Argentina",-34.6136966,-68.3473231,0260 482-8688,"['Monday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",https://disenoarq.mitiendanube.com/,5.0,"['Excellent service. Warmth of attention. Carolina is in all the details. The curtains are a luxury. Much knowledge about Architecture and Interior Design. SUPER RECOMMENDED!', 'Wonderful vertical curtains!!! Very versatile decoration!!!', 'Excellent service, the advice was better than expected and I loved the products!!', '']",,4.0
M y J Cortinados,"Av. Bartolomé Mitre 309, M5600 San Rafael, Mendoza, Argentina",-34.6172547,-68.3259219,0260 443-0371,"['Monday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u200912:30\u202fPM', 'Sunday: Closed']",,4.7,"['Very good service, excellent quality in their work, 100% recommended', 'Very good service and variety', 'Very cordial in his attention to the public and good price-quality.', 'Excellent quality and price. Friendly and familiar attention without neglecting professionalism', 'Seriousness and compliance in the work.']",,9.0
Matices Del Hogar,"Av. 9 de Julio 533, M5600 San Rafael, Mendoza, Argentina",-34.6202156,-68.3389198,0260 443-4220,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,4.5,"['They made and upholstered cushions for the armchairs and they turned out fantastic!!', 'Excellent service and a very good variety of curtains and decoration for homes']",,2.0
"Ambientes. Muebles, Cortinas y Sillones.","Buenos Aires 74, M5600FZA San Rafael, Mendoza, Argentina",-34.6137957,-68.3342595,0260 444-5219,"['Monday: 9:00\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",http://www.facebook.com/ambientesdecoracion.cortinassillones?fref=ts,4.8,"['I liked the variety', '', '', '', '']",,5.0
Sur Blackout,"Aristides Villanueva 1552, M5600 San Rafael, Mendoza, Argentina",-34.626203,-68.3575199,0260 432-1959,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:30\u202fPM', 'Sunday: Closed']",https://instagram.com/surblackout?igshid=YmMyMTA2M2Y=,,[],,
Telas Trama,"Avenida Bernardino Rivadavia 726, M5600 San Rafael, Mendoza, Argentina",-34.6077965,-68.3363774,0260 461-9990,"['Monday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,4.5,"['Excellent service, wide variety of fabrics', 'Excellent customer service, always advising and teaching about fabrics!!! I love that they also have a very varied haberdashery section so I have everything in one place. Thanks girls', 'Excellent service and products', 'Excellent service...Variety and very good fabrics and worthy items', 'Very good service and excellent prices']",,60.0
Casa Tres (cortinas y toldos),"Chile 273, M5600 San Rafael, Mendoza, Argentina",-34.6140993,-68.332926,0260 463-0408,"['Monday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:30\u2009–\u20097:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:30\u2009–\u20097:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:30\u2009–\u20097:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:30\u2009–\u20097:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:30\u2009–\u20097:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u200912:30\u202fPM', 'Sunday: Closed']",,,[],,
La Nueva Retacería,"Av. Domingo Faustino Sarmiento 551, M5600 San Rafael, Mendoza, Argentina",-34.623826,-68.34169820000001,0260 422-4874,"['Monday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:45\u2009–\u20098:45\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:45\u2009–\u20098:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:45\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:45\u2009–\u20098:45\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:45\u2009–\u20098:45\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",https://www.instagram.com/nuevaretaceria/,4.7,"['Excellent variety of fabrics... you can order via WhatsApp and then pick up on site.', 'Very good prices and merchandise', 'Excellent, good prices, many varieties, very good human quality.', 'Very good attention from all the staff', 'Excellent attention! Paula incredible patience! And the cashier too. Very satisfied with the service!']",,248.0
Las del Val Deco,"Av. Deán Funes 560, M5600 San Rafael, Mendoza, Argentina",-34.610923,-68.3602228,0260 439-9112,"['Monday: 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 5:00\u2009–\u20099:00\u202fPM', 'Friday: 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,5.0,['Everything they have is beautiful and of very good quality.'],,1.0
Alum Steel,"Juan Pablo II 2473, M5601 San Rafael, Mendoza, Argentina",-34.582651,-68.34463149999999,0260 431-9474,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,5.0,"['Excellent service and product quality.', 'Excellent care and advice', '']",,3.0
GARCIA DUEÑAS- AMOBLAMENTO INTEGRAL DE OFICIA,"Av. Domingo Faustino Sarmiento 250, M5602 BJJ, Mendoza, Argentina",-34.624564,-68.3379461,0260 443-0649,"['Monday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",http://www.garciaduenas.com/,4.6,"['Lots of variety of merchandise and very good service', 'Excellent service, great variety of furniture, highly recommended 😃😃😃', ""Excellent attention!!!!\nFriendly, warm...\nI congratulate Mr. García Dueñas and his wife for the human quality they possess.\nThey always seek to find the solution to their clients' needs."", 'Excellent service, quality and prices', 'Excellent attention and good prices']",,110.0
Sedería Simón,"Av. Gral. José de San Martín 131, M5602 BOI, Mendoza, Argentina",-34.61460539999999,-68.3294544,,,,4.0,[''],,1.0
La Aldaba,"Cmte. José A. Salas 119, M5600 San Rafael, Mendoza, Argentina",-34.6133061,-68.3315824,,,,,[],,
Todo Plastico,"Av. Hipólito Yrigoyen 836, M5600 San Rafael, Mendoza, Argentina",-34.6124114,-68.34026089999999,0260 439-1411,"['Monday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",https://www.facebook.com/todoplasticosr/,4.8,"[""I recommend this place 100%! Our truck's windshield broke and they recommended Todo Plástica. They helped us solve the problem and we were able to return to the city of Mendoza. We appreciate the excellent predisposition and good will!!"", 'I am a little angry because the search pages are not updated with schedules and it is something very important for tourists, it is a detail but it is something important it only takes a minute to update the schedules', 'Excellent attention!!!  And very good assortment and prices!!! Super recommended', 'excellent attention', 'Good merchandise and excellent service ☺️']",,13.0
